id,redirect,current_constituency,current_party
uk.org.publicwhip/person/13355,,,
uk.org.publicwhip/person/13356,,,
uk.org.publicwhip/person/13357,,,
uk.org.publicwhip/person/13358,,,
uk.org.publicwhip/person/13359,,,
uk.org.publicwhip/person/13360,,,
uk.org.publicwhip/person/13361,,,
uk.org.publicwhip/person/13362,,,
uk.org.publicwhip/person/13363,,,
uk.org.publicwhip/person/13364,,,
uk.org.publicwhip/person/13365,,,
uk.org.publicwhip/person/13366,,,
uk.org.publicwhip/person/13367,,,
uk.org.publicwhip/person/13368,,,
uk.org.publicwhip/person/13369,,,
uk.org.publicwhip/person/13370,,,
uk.org.publicwhip/person/13371,,,
uk.org.publicwhip/person/13372,,,
uk.org.publicwhip/person/13373,,,
uk.org.publicwhip/person/13374,,,
uk.org.publicwhip/person/13375,,,
uk.org.publicwhip/person/13376,,,
uk.org.publicwhip/person/13377,uk.org.publicwhip/person/22053,,
uk.org.publicwhip/person/13378,,,
uk.org.publicwhip/person/13379,,,
uk.org.publicwhip/person/13380,,,
uk.org.publicwhip/person/13381,,,
uk.org.publicwhip/person/13382,,,
uk.org.publicwhip/person/13383,,,
uk.org.publicwhip/person/13384,,,
uk.org.publicwhip/person/13385,,,
uk.org.publicwhip/person/13386,,,
uk.org.publicwhip/person/13387,,,
uk.org.publicwhip/person/13388,,,
uk.org.publicwhip/person/13389,,,
uk.org.publicwhip/person/13390,,,
uk.org.publicwhip/person/13391,,,
uk.org.publicwhip/person/13392,,,
uk.org.publicwhip/person/13393,,,
uk.org.publicwhip/person/13394,,,
uk.org.publicwhip/person/13395,,,
uk.org.publicwhip/person/13396,,,
uk.org.publicwhip/person/13397,,,
uk.org.publicwhip/person/13398,,,
uk.org.publicwhip/person/13399,,,
uk.org.publicwhip/person/13400,,,
uk.org.publicwhip/person/13401,,,
uk.org.publicwhip/person/13402,,,
uk.org.publicwhip/person/13403,,,
uk.org.publicwhip/person/13404,,,
uk.org.publicwhip/person/13405,,,
uk.org.publicwhip/person/13406,,,
uk.org.publicwhip/person/13407,,,
uk.org.publicwhip/person/13408,,,
uk.org.publicwhip/person/13409,,,
uk.org.publicwhip/person/13410,,,
uk.org.publicwhip/person/13411,,,
uk.org.publicwhip/person/13412,,,
uk.org.publicwhip/person/13413,,,
uk.org.publicwhip/person/13414,,,
uk.org.publicwhip/person/13415,,,
uk.org.publicwhip/person/13416,,,
uk.org.publicwhip/person/13417,,,
uk.org.publicwhip/person/13420,,,
uk.org.publicwhip/person/13421,,,
uk.org.publicwhip/person/13422,,,
uk.org.publicwhip/person/13423,,,
uk.org.publicwhip/person/13424,,,
uk.org.publicwhip/person/13425,,,
uk.org.publicwhip/person/13426,,,
uk.org.publicwhip/person/13427,,,
uk.org.publicwhip/person/13428,,,
uk.org.publicwhip/person/13429,,,
uk.org.publicwhip/person/13430,,,
uk.org.publicwhip/person/13431,,,
uk.org.publicwhip/person/13432,,,
uk.org.publicwhip/person/13433,,,
uk.org.publicwhip/person/13434,,,
uk.org.publicwhip/person/13435,,,
uk.org.publicwhip/person/13436,,,
uk.org.publicwhip/person/13437,,,
uk.org.publicwhip/person/13438,,,
uk.org.publicwhip/person/13439,,,
uk.org.publicwhip/person/13440,,,
uk.org.publicwhip/person/13441,,,
uk.org.publicwhip/person/13442,,,
uk.org.publicwhip/person/13443,,,
uk.org.publicwhip/person/13444,,,
uk.org.publicwhip/person/13445,,,
uk.org.publicwhip/person/13446,,,
uk.org.publicwhip/person/13447,,,
uk.org.publicwhip/person/13448,,,
uk.org.publicwhip/person/13449,,,
uk.org.publicwhip/person/13450,,,
uk.org.publicwhip/person/13451,,,
uk.org.publicwhip/person/13452,,,
uk.org.publicwhip/person/13453,,,
uk.org.publicwhip/person/13454,,,
uk.org.publicwhip/person/13455,,,
uk.org.publicwhip/person/13456,,,
uk.org.publicwhip/person/13457,,,
uk.org.publicwhip/person/13458,,,
uk.org.publicwhip/person/13459,,,
uk.org.publicwhip/person/13460,,,
uk.org.publicwhip/person/13461,,,
uk.org.publicwhip/person/13462,,,
uk.org.publicwhip/person/13463,,,
uk.org.publicwhip/person/13464,,,
uk.org.publicwhip/person/13465,,,
uk.org.publicwhip/person/13466,,,
uk.org.publicwhip/person/13467,,,
uk.org.publicwhip/person/13468,,,
uk.org.publicwhip/person/13469,,,
uk.org.publicwhip/person/13470,,,
uk.org.publicwhip/person/13471,,,
uk.org.publicwhip/person/13472,,,
uk.org.publicwhip/person/13473,,,
uk.org.publicwhip/person/13474,,,
uk.org.publicwhip/person/13475,,,
uk.org.publicwhip/person/13477,,,
uk.org.publicwhip/person/13478,,,
uk.org.publicwhip/person/13479,,,
uk.org.publicwhip/person/13480,,,
uk.org.publicwhip/person/13481,,,
uk.org.publicwhip/person/13482,,,
uk.org.publicwhip/person/13483,,,
uk.org.publicwhip/person/13485,,,
uk.org.publicwhip/person/13486,,,
uk.org.publicwhip/person/13487,,,
uk.org.publicwhip/person/13488,,,
uk.org.publicwhip/person/13489,,,
uk.org.publicwhip/person/13490,,,
uk.org.publicwhip/person/13492,,,
uk.org.publicwhip/person/13493,,,
uk.org.publicwhip/person/13494,,,
uk.org.publicwhip/person/13495,,,
uk.org.publicwhip/person/13496,,,
uk.org.publicwhip/person/13497,,,
uk.org.publicwhip/person/13498,,,
uk.org.publicwhip/person/13499,,,
uk.org.publicwhip/person/13500,,,
uk.org.publicwhip/person/13501,,,
uk.org.publicwhip/person/13502,,,
uk.org.publicwhip/person/13503,,,
uk.org.publicwhip/person/13504,,,
uk.org.publicwhip/person/13505,,,
uk.org.publicwhip/person/13506,,,
uk.org.publicwhip/person/13507,,,
uk.org.publicwhip/person/13508,,,
uk.org.publicwhip/person/13509,,,
uk.org.publicwhip/person/13510,,,
uk.org.publicwhip/person/13511,,,
uk.org.publicwhip/person/13512,,,
uk.org.publicwhip/person/13513,,,
uk.org.publicwhip/person/13514,,,
uk.org.publicwhip/person/13515,,,
uk.org.publicwhip/person/13516,,,
uk.org.publicwhip/person/13517,,,
uk.org.publicwhip/person/13518,,,
uk.org.publicwhip/person/13519,,,
uk.org.publicwhip/person/13520,,,
uk.org.publicwhip/person/13521,,,
uk.org.publicwhip/person/13522,,,
uk.org.publicwhip/person/13523,,,
uk.org.publicwhip/person/13524,,,
uk.org.publicwhip/person/13525,,,
uk.org.publicwhip/person/13526,,,
uk.org.publicwhip/person/13527,,,
uk.org.publicwhip/person/13528,,,
uk.org.publicwhip/person/13529,,,
uk.org.publicwhip/person/13530,,,
uk.org.publicwhip/person/13531,,,
uk.org.publicwhip/person/13532,,,
uk.org.publicwhip/person/13533,,,
uk.org.publicwhip/person/13534,,,
uk.org.publicwhip/person/13535,,,
uk.org.publicwhip/person/13536,,,
uk.org.publicwhip/person/13537,,,
uk.org.publicwhip/person/13538,,,
uk.org.publicwhip/person/13539,,,
uk.org.publicwhip/person/13540,,,
uk.org.publicwhip/person/13541,,,
uk.org.publicwhip/person/13542,,,
uk.org.publicwhip/person/13543,,,
uk.org.publicwhip/person/13544,,,
uk.org.publicwhip/person/13545,,,
uk.org.publicwhip/person/13546,,,
uk.org.publicwhip/person/13547,,,
uk.org.publicwhip/person/13548,,,
uk.org.publicwhip/person/13549,,,
uk.org.publicwhip/person/13550,,,
uk.org.publicwhip/person/13551,,,
uk.org.publicwhip/person/13552,,,
uk.org.publicwhip/person/13554,,,
uk.org.publicwhip/person/13555,,,
uk.org.publicwhip/person/13556,,,
uk.org.publicwhip/person/13557,,,
uk.org.publicwhip/person/13558,,,
uk.org.publicwhip/person/13559,,,
uk.org.publicwhip/person/13560,,,
uk.org.publicwhip/person/13561,,,
uk.org.publicwhip/person/13562,,,
uk.org.publicwhip/person/13563,,,
uk.org.publicwhip/person/13564,,,
uk.org.publicwhip/person/13565,,,
uk.org.publicwhip/person/13566,,,
uk.org.publicwhip/person/13567,,,
uk.org.publicwhip/person/13568,,,
uk.org.publicwhip/person/13569,,,
uk.org.publicwhip/person/13570,,,
uk.org.publicwhip/person/13571,,,
uk.org.publicwhip/person/13572,,,
uk.org.publicwhip/person/13573,,,
uk.org.publicwhip/person/13574,,,
uk.org.publicwhip/person/13575,,,
uk.org.publicwhip/person/13576,,,
uk.org.publicwhip/person/13577,,,
uk.org.publicwhip/person/13579,,,
uk.org.publicwhip/person/13585,,,
uk.org.publicwhip/person/13587,,,
uk.org.publicwhip/person/13588,,,
uk.org.publicwhip/person/13589,,,
uk.org.publicwhip/person/13590,,,
uk.org.publicwhip/person/13591,,,
uk.org.publicwhip/person/13592,,,
uk.org.publicwhip/person/13593,,,
uk.org.publicwhip/person/13594,,,
uk.org.publicwhip/person/13595,,,
uk.org.publicwhip/person/13596,,,
uk.org.publicwhip/person/13597,,,
uk.org.publicwhip/person/13598,,,
uk.org.publicwhip/person/13599,,,
uk.org.publicwhip/person/13601,,,
uk.org.publicwhip/person/13602,,,
uk.org.publicwhip/person/13603,,,
uk.org.publicwhip/person/13604,,,
uk.org.publicwhip/person/13605,,,
uk.org.publicwhip/person/13606,,,
uk.org.publicwhip/person/13607,,,
uk.org.publicwhip/person/13608,,,
uk.org.publicwhip/person/13609,,,
uk.org.publicwhip/person/13610,,,
uk.org.publicwhip/person/13611,,,
uk.org.publicwhip/person/13613,,,
uk.org.publicwhip/person/13614,,,
uk.org.publicwhip/person/13615,,,
uk.org.publicwhip/person/13616,,,
uk.org.publicwhip/person/13617,,,
uk.org.publicwhip/person/13618,,,
uk.org.publicwhip/person/13619,,,
uk.org.publicwhip/person/13620,,,
uk.org.publicwhip/person/13621,,,
uk.org.publicwhip/person/13622,,,
uk.org.publicwhip/person/13623,,,
uk.org.publicwhip/person/13624,,,
uk.org.publicwhip/person/13625,,,
uk.org.publicwhip/person/13626,,,
uk.org.publicwhip/person/13627,,,
uk.org.publicwhip/person/13628,,,
uk.org.publicwhip/person/13629,,,
uk.org.publicwhip/person/13630,,,
uk.org.publicwhip/person/13631,,,
uk.org.publicwhip/person/13632,,,
uk.org.publicwhip/person/13633,,,
uk.org.publicwhip/person/13634,,,
uk.org.publicwhip/person/13635,,,
uk.org.publicwhip/person/13636,,,
uk.org.publicwhip/person/13637,,,
uk.org.publicwhip/person/13638,,,
uk.org.publicwhip/person/13639,,,
uk.org.publicwhip/person/13640,,,
uk.org.publicwhip/person/13641,,,
uk.org.publicwhip/person/13642,,,
uk.org.publicwhip/person/13643,,,
uk.org.publicwhip/person/13644,,,
uk.org.publicwhip/person/13645,,,
uk.org.publicwhip/person/13646,,,
uk.org.publicwhip/person/13647,,,
uk.org.publicwhip/person/13648,,,
uk.org.publicwhip/person/13649,,,
uk.org.publicwhip/person/13650,,,
uk.org.publicwhip/person/13651,,,
uk.org.publicwhip/person/13652,,,
uk.org.publicwhip/person/13653,,,
uk.org.publicwhip/person/13654,,,
uk.org.publicwhip/person/13655,,,
uk.org.publicwhip/person/13656,,,
uk.org.publicwhip/person/13657,,,
uk.org.publicwhip/person/13658,,,
uk.org.publicwhip/person/13659,,,
uk.org.publicwhip/person/13660,,,
uk.org.publicwhip/person/13661,,,
uk.org.publicwhip/person/13662,,,
uk.org.publicwhip/person/13663,,,
uk.org.publicwhip/person/13664,,,
uk.org.publicwhip/person/13665,,,
uk.org.publicwhip/person/13666,,,
uk.org.publicwhip/person/13667,,,
uk.org.publicwhip/person/13668,,,
uk.org.publicwhip/person/13669,,,
uk.org.publicwhip/person/13670,,,
uk.org.publicwhip/person/13671,,,
uk.org.publicwhip/person/13672,,,
uk.org.publicwhip/person/13674,,,
uk.org.publicwhip/person/13676,,,
uk.org.publicwhip/person/13677,,,
uk.org.publicwhip/person/13678,,,
uk.org.publicwhip/person/13679,,,
uk.org.publicwhip/person/13680,,,
uk.org.publicwhip/person/13681,,,
uk.org.publicwhip/person/13682,,,
uk.org.publicwhip/person/13683,,,
uk.org.publicwhip/person/13684,,,
uk.org.publicwhip/person/13685,,,
uk.org.publicwhip/person/13686,,,
uk.org.publicwhip/person/13687,,,
uk.org.publicwhip/person/13688,,,
uk.org.publicwhip/person/13689,,,
uk.org.publicwhip/person/13691,,,
uk.org.publicwhip/person/13692,,,
uk.org.publicwhip/person/13693,,,
uk.org.publicwhip/person/13694,,,
uk.org.publicwhip/person/13695,,,
uk.org.publicwhip/person/13696,,,
uk.org.publicwhip/person/13697,,,
uk.org.publicwhip/person/13698,,,
uk.org.publicwhip/person/13699,,,
uk.org.publicwhip/person/13700,,,
uk.org.publicwhip/person/13701,,,
uk.org.publicwhip/person/13702,,,
uk.org.publicwhip/person/13703,,,
uk.org.publicwhip/person/13704,,,
uk.org.publicwhip/person/13705,,,
uk.org.publicwhip/person/13706,,,
uk.org.publicwhip/person/13707,,,
uk.org.publicwhip/person/13708,,,
uk.org.publicwhip/person/13709,,,
uk.org.publicwhip/person/13710,,,
uk.org.publicwhip/person/13711,,,
uk.org.publicwhip/person/13712,,,
uk.org.publicwhip/person/13714,,,
uk.org.publicwhip/person/13716,,,
uk.org.publicwhip/person/13717,,,
uk.org.publicwhip/person/13718,,,
uk.org.publicwhip/person/13720,,,
uk.org.publicwhip/person/13721,,,
uk.org.publicwhip/person/13723,,,
uk.org.publicwhip/person/13724,,,
uk.org.publicwhip/person/13725,,,
uk.org.publicwhip/person/13726,,,
uk.org.publicwhip/person/13727,,,
uk.org.publicwhip/person/13728,,,
uk.org.publicwhip/person/13729,,,
uk.org.publicwhip/person/13730,,,
uk.org.publicwhip/person/13731,,,
uk.org.publicwhip/person/13732,,,
uk.org.publicwhip/person/13733,,,
uk.org.publicwhip/person/13734,,,
uk.org.publicwhip/person/13735,,,
uk.org.publicwhip/person/13736,,Bromley and Chislehurst,Conservative
uk.org.publicwhip/person/13737,,,
uk.org.publicwhip/person/13738,,,
uk.org.publicwhip/person/13739,,,
uk.org.publicwhip/person/13740,,,
uk.org.publicwhip/person/13741,,,
uk.org.publicwhip/person/13742,,,
uk.org.publicwhip/person/13743,,,
uk.org.publicwhip/person/13744,,,
uk.org.publicwhip/person/13745,,,
uk.org.publicwhip/person/13746,,,
uk.org.publicwhip/person/13748,,,
uk.org.publicwhip/person/13749,,,
uk.org.publicwhip/person/13750,,,
uk.org.publicwhip/person/13751,,,
uk.org.publicwhip/person/13752,,,
uk.org.publicwhip/person/13753,,,
uk.org.publicwhip/person/13754,,,
uk.org.publicwhip/person/13755,,,
uk.org.publicwhip/person/13756,,,
uk.org.publicwhip/person/13758,,,
uk.org.publicwhip/person/13759,,,
uk.org.publicwhip/person/13760,,,
uk.org.publicwhip/person/13761,,,
uk.org.publicwhip/person/13762,,,
uk.org.publicwhip/person/13763,,,
uk.org.publicwhip/person/13764,,,
uk.org.publicwhip/person/13765,,,
uk.org.publicwhip/person/13766,,,
uk.org.publicwhip/person/13767,,,
uk.org.publicwhip/person/13768,,,
uk.org.publicwhip/person/13769,,,
uk.org.publicwhip/person/13770,,,
uk.org.publicwhip/person/13771,,,
uk.org.publicwhip/person/13772,,,
uk.org.publicwhip/person/13773,,,
uk.org.publicwhip/person/13774,,,
uk.org.publicwhip/person/13775,,,
uk.org.publicwhip/person/13776,,,
uk.org.publicwhip/person/13777,,,
uk.org.publicwhip/person/13778,,,
uk.org.publicwhip/person/13779,,,
uk.org.publicwhip/person/13780,,,
uk.org.publicwhip/person/13781,,,
uk.org.publicwhip/person/13782,,,
uk.org.publicwhip/person/13783,,,
uk.org.publicwhip/person/13784,,,
uk.org.publicwhip/person/13785,,,
uk.org.publicwhip/person/13786,,,
uk.org.publicwhip/person/13787,,,
uk.org.publicwhip/person/13788,,,
uk.org.publicwhip/person/13789,,,
uk.org.publicwhip/person/13790,,,
uk.org.publicwhip/person/13791,,,
uk.org.publicwhip/person/13792,,,
uk.org.publicwhip/person/13793,,,
uk.org.publicwhip/person/13794,,,
uk.org.publicwhip/person/13795,,,
uk.org.publicwhip/person/13796,,,
uk.org.publicwhip/person/13797,,,
uk.org.publicwhip/person/13798,,,
uk.org.publicwhip/person/13799,,,
uk.org.publicwhip/person/13800,,,
uk.org.publicwhip/person/13801,,,
uk.org.publicwhip/person/13802,,,
uk.org.publicwhip/person/13803,,,
uk.org.publicwhip/person/13804,,,
uk.org.publicwhip/person/13805,,,
uk.org.publicwhip/person/13806,,,
uk.org.publicwhip/person/13807,,,
uk.org.publicwhip/person/13808,,,
uk.org.publicwhip/person/13809,,,
uk.org.publicwhip/person/13810,,,
uk.org.publicwhip/person/13811,,,
uk.org.publicwhip/person/13812,,,
uk.org.publicwhip/person/13813,,,
uk.org.publicwhip/person/13814,,Belfast East,Alliance
uk.org.publicwhip/person/13815,,,
uk.org.publicwhip/person/13816,,,
uk.org.publicwhip/person/13818,,,
uk.org.publicwhip/person/13819,,,
uk.org.publicwhip/person/13821,,,
uk.org.publicwhip/person/13822,,,
uk.org.publicwhip/person/13823,,,
uk.org.publicwhip/person/13824,,,
uk.org.publicwhip/person/13825,,,
uk.org.publicwhip/person/13826,,,
uk.org.publicwhip/person/13827,,,
uk.org.publicwhip/person/13828,,,
uk.org.publicwhip/person/13829,,,
uk.org.publicwhip/person/13830,,,
uk.org.publicwhip/person/13831,,,
uk.org.publicwhip/person/13832,,,
uk.org.publicwhip/person/13833,,,
uk.org.publicwhip/person/13834,,,
uk.org.publicwhip/person/13835,,,
uk.org.publicwhip/person/13836,,Mid Ulster,Sinn Féin
uk.org.publicwhip/person/13838,,,
uk.org.publicwhip/person/13840,,,
uk.org.publicwhip/person/13841,,,
uk.org.publicwhip/person/13842,,,
uk.org.publicwhip/person/13843,,,
uk.org.publicwhip/person/13844,,,
uk.org.publicwhip/person/13845,,,
uk.org.publicwhip/person/13846,,,
uk.org.publicwhip/person/13847,,,
uk.org.publicwhip/person/13848,,,
uk.org.publicwhip/person/13849,,,
uk.org.publicwhip/person/13850,,,
uk.org.publicwhip/person/13851,,,
uk.org.publicwhip/person/13852,,North Antrim,DUP
uk.org.publicwhip/person/13853,,,
uk.org.publicwhip/person/13854,,,
uk.org.publicwhip/person/13855,,,
uk.org.publicwhip/person/13856,,South Down,Social Democratic and Labour Party
uk.org.publicwhip/person/13857,,,
uk.org.publicwhip/person/13858,,,
uk.org.publicwhip/person/13859,,,
uk.org.publicwhip/person/13860,,,
uk.org.publicwhip/person/13861,,,
uk.org.publicwhip/person/13862,,,
uk.org.publicwhip/person/13863,,,
uk.org.publicwhip/person/13864,,Strangford,DUP
uk.org.publicwhip/person/13865,,,
uk.org.publicwhip/person/13866,,,
uk.org.publicwhip/person/13867,,,
uk.org.publicwhip/person/13868,,,
uk.org.publicwhip/person/13869,,,
uk.org.publicwhip/person/13870,,,
uk.org.publicwhip/person/13871,,,
uk.org.publicwhip/person/13872,,,
uk.org.publicwhip/person/13873,,,
uk.org.publicwhip/person/13874,,,
uk.org.publicwhip/person/13875,,,
uk.org.publicwhip/person/13876,,,
uk.org.publicwhip/person/13877,,,
uk.org.publicwhip/person/13878,,,
uk.org.publicwhip/person/13879,,,
uk.org.publicwhip/person/13880,,,
uk.org.publicwhip/person/13881,,,
uk.org.publicwhip/person/13882,,,
uk.org.publicwhip/person/13883,,,
uk.org.publicwhip/person/13884,,,
uk.org.publicwhip/person/13885,,,
uk.org.publicwhip/person/13886,,,
uk.org.publicwhip/person/13887,,,
uk.org.publicwhip/person/13888,,,
uk.org.publicwhip/person/13889,,,
uk.org.publicwhip/person/13890,,,
uk.org.publicwhip/person/13891,,,
uk.org.publicwhip/person/13892,,,
uk.org.publicwhip/person/13893,,,
uk.org.publicwhip/person/13894,,,
uk.org.publicwhip/person/13896,,,
uk.org.publicwhip/person/13897,,,
uk.org.publicwhip/person/13898,,,
uk.org.publicwhip/person/13899,,North Down,Alliance
uk.org.publicwhip/person/13900,,,
uk.org.publicwhip/person/13901,,,
uk.org.publicwhip/person/13902,,,
uk.org.publicwhip/person/13903,,,
uk.org.publicwhip/person/13904,,Belfast West,Sinn Féin
uk.org.publicwhip/person/13905,,,
uk.org.publicwhip/person/13906,,,
uk.org.publicwhip/person/13907,,,
uk.org.publicwhip/person/13908,,,
uk.org.publicwhip/person/13909,,,
uk.org.publicwhip/person/13910,,,
uk.org.publicwhip/person/13911,,,
uk.org.publicwhip/person/13912,,,
uk.org.publicwhip/person/13913,,,
uk.org.publicwhip/person/13914,,,
uk.org.publicwhip/person/13915,,,
uk.org.publicwhip/person/13916,,,
uk.org.publicwhip/person/13917,,,
uk.org.publicwhip/person/13918,,,
uk.org.publicwhip/person/13919,,,
uk.org.publicwhip/person/13920,,,
uk.org.publicwhip/person/13921,,,
uk.org.publicwhip/person/13922,,,
uk.org.publicwhip/person/13923,,,
uk.org.publicwhip/person/13924,,,
uk.org.publicwhip/person/13925,,,
uk.org.publicwhip/person/13926,,,
uk.org.publicwhip/person/13927,,,
uk.org.publicwhip/person/13928,,,
uk.org.publicwhip/person/13929,,,
uk.org.publicwhip/person/13930,,,
uk.org.publicwhip/person/13931,,,
uk.org.publicwhip/person/13932,,,
uk.org.publicwhip/person/13933,,Sedgefield,Labour
uk.org.publicwhip/person/13934,,"Ealing, Southall",Labour
uk.org.publicwhip/person/13935,,,
uk.org.publicwhip/person/13936,,,
uk.org.publicwhip/person/13937,,,
uk.org.publicwhip/person/13938,,,
uk.org.publicwhip/person/13939,,,
uk.org.publicwhip/person/13940,,,
uk.org.publicwhip/person/13941,,,
uk.org.publicwhip/person/13942,,,
uk.org.publicwhip/person/13943,,,
uk.org.publicwhip/person/13944,,,
uk.org.publicwhip/person/13945,,,
uk.org.publicwhip/person/13946,,,
uk.org.publicwhip/person/13947,,,
uk.org.publicwhip/person/13948,,,
uk.org.publicwhip/person/13949,,,
uk.org.publicwhip/person/13950,,,
uk.org.publicwhip/person/13951,,,
uk.org.publicwhip/person/13952,,,
uk.org.publicwhip/person/13953,,,
uk.org.publicwhip/person/13954,,,
uk.org.publicwhip/person/13955,,,
uk.org.publicwhip/person/13956,,,
uk.org.publicwhip/person/13957,,,
uk.org.publicwhip/person/13958,,,
uk.org.publicwhip/person/13959,,,
uk.org.publicwhip/person/13960,,,
uk.org.publicwhip/person/13961,,,
uk.org.publicwhip/person/13962,,,
uk.org.publicwhip/person/13963,,,
uk.org.publicwhip/person/13964,,,
uk.org.publicwhip/person/13965,,,
uk.org.publicwhip/person/13966,,,
uk.org.publicwhip/person/13967,,,
uk.org.publicwhip/person/13968,,Kilmarnock and Irvine Valley,Scottish National Party
uk.org.publicwhip/person/13969,,,
uk.org.publicwhip/person/13970,,,
uk.org.publicwhip/person/13971,,,
uk.org.publicwhip/person/13972,,,
uk.org.publicwhip/person/13973,,,
uk.org.publicwhip/person/13974,,,
uk.org.publicwhip/person/13975,,,
uk.org.publicwhip/person/13976,,,
uk.org.publicwhip/person/13977,,,
uk.org.publicwhip/person/13978,,,
uk.org.publicwhip/person/13979,,,
uk.org.publicwhip/person/13980,,,
uk.org.publicwhip/person/13981,,,
uk.org.publicwhip/person/13982,,,
uk.org.publicwhip/person/13983,,,
uk.org.publicwhip/person/13984,,,
uk.org.publicwhip/person/13985,,,
uk.org.publicwhip/person/13986,,,
uk.org.publicwhip/person/13987,,,
uk.org.publicwhip/person/13988,,,
uk.org.publicwhip/person/13989,uk.org.publicwhip/person/10211,,
uk.org.publicwhip/person/13990,,,
uk.org.publicwhip/person/13991,,,
uk.org.publicwhip/person/13992,,,
uk.org.publicwhip/person/13993,,,
uk.org.publicwhip/person/13994,,,
uk.org.publicwhip/person/13995,,,
uk.org.publicwhip/person/13996,,,
uk.org.publicwhip/person/13997,,,
uk.org.publicwhip/person/13998,,,
uk.org.publicwhip/person/13999,,,
uk.org.publicwhip/person/14000,,,
uk.org.publicwhip/person/14001,,,
uk.org.publicwhip/person/14002,,,
uk.org.publicwhip/person/14003,,,
uk.org.publicwhip/person/14004,,,
uk.org.publicwhip/person/14005,,,
uk.org.publicwhip/person/14006,,,
uk.org.publicwhip/person/14007,,,
uk.org.publicwhip/person/14008,,,
uk.org.publicwhip/person/14009,,,
uk.org.publicwhip/person/14010,,,
uk.org.publicwhip/person/14011,,,
uk.org.publicwhip/person/14012,,,
uk.org.publicwhip/person/14013,,,
uk.org.publicwhip/person/14014,,,
uk.org.publicwhip/person/14015,,,
uk.org.publicwhip/person/14016,,,
uk.org.publicwhip/person/14017,,,
uk.org.publicwhip/person/14018,,,
uk.org.publicwhip/person/14019,,,
uk.org.publicwhip/person/14020,,,
uk.org.publicwhip/person/14021,,,
uk.org.publicwhip/person/14022,,,
uk.org.publicwhip/person/14023,,,
uk.org.publicwhip/person/14024,,,
uk.org.publicwhip/person/14025,,,
uk.org.publicwhip/person/14026,,,
uk.org.publicwhip/person/14027,,,
uk.org.publicwhip/person/14028,,,
uk.org.publicwhip/person/14029,,,
uk.org.publicwhip/person/14030,,,
uk.org.publicwhip/person/14031,,,
uk.org.publicwhip/person/14032,,,
uk.org.publicwhip/person/14033,,,
uk.org.publicwhip/person/14034,,,
uk.org.publicwhip/person/14035,,,
uk.org.publicwhip/person/14037,,,
uk.org.publicwhip/person/14038,,,
uk.org.publicwhip/person/14039,,,
uk.org.publicwhip/person/14040,,,
uk.org.publicwhip/person/14041,,,
uk.org.publicwhip/person/14042,,,
uk.org.publicwhip/person/14043,,,
uk.org.publicwhip/person/14044,,,
uk.org.publicwhip/person/14045,,,
uk.org.publicwhip/person/14046,,,
uk.org.publicwhip/person/14047,,,
uk.org.publicwhip/person/14048,,,
uk.org.publicwhip/person/14049,,,
uk.org.publicwhip/person/14050,,,
uk.org.publicwhip/person/14051,,,
uk.org.publicwhip/person/14052,,,
uk.org.publicwhip/person/14053,,,
uk.org.publicwhip/person/14054,,,
uk.org.publicwhip/person/14055,,,
uk.org.publicwhip/person/14056,,,
uk.org.publicwhip/person/14057,,,
uk.org.publicwhip/person/14058,,,
uk.org.publicwhip/person/14059,,,
uk.org.publicwhip/person/14060,,,
uk.org.publicwhip/person/14061,,,
uk.org.publicwhip/person/14062,,Glasgow,Labour
uk.org.publicwhip/person/14063,,,
uk.org.publicwhip/person/14064,,,
uk.org.publicwhip/person/14065,,,
uk.org.publicwhip/person/14066,,,
uk.org.publicwhip/person/14067,,,
uk.org.publicwhip/person/14068,,,
uk.org.publicwhip/person/14069,,,
uk.org.publicwhip/person/14070,,,
uk.org.publicwhip/person/14071,,,
uk.org.publicwhip/person/14072,,,
uk.org.publicwhip/person/14073,,,
uk.org.publicwhip/person/14074,,,
uk.org.publicwhip/person/14075,,,
uk.org.publicwhip/person/14076,,,
uk.org.publicwhip/person/14077,,,
uk.org.publicwhip/person/14078,,,
uk.org.publicwhip/person/14079,,,
uk.org.publicwhip/person/14080,,,
uk.org.publicwhip/person/14081,,,
uk.org.publicwhip/person/14082,,,
uk.org.publicwhip/person/14083,,,
uk.org.publicwhip/person/14084,,,
uk.org.publicwhip/person/14085,,,
uk.org.publicwhip/person/14086,,,
uk.org.publicwhip/person/14087,,North East Scotland,Liberal Democrat
uk.org.publicwhip/person/14088,,Mid Scotland and Fife,Green
uk.org.publicwhip/person/14089,,,
uk.org.publicwhip/person/14090,,,
uk.org.publicwhip/person/14091,,,
uk.org.publicwhip/person/14092,,,
uk.org.publicwhip/person/14093,,,
uk.org.publicwhip/person/14094,,,
uk.org.publicwhip/person/14095,,,
uk.org.publicwhip/person/14096,,,
uk.org.publicwhip/person/14097,,,
uk.org.publicwhip/person/14098,,,
uk.org.publicwhip/person/14099,,,
uk.org.publicwhip/person/14100,,Dunfermline,Scottish National Party
uk.org.publicwhip/person/14101,,,
uk.org.publicwhip/person/14102,,,
uk.org.publicwhip/person/14103,,,
uk.org.publicwhip/person/14104,,,
uk.org.publicwhip/person/14105,,,
uk.org.publicwhip/person/14106,,,
uk.org.publicwhip/person/14107,,,
uk.org.publicwhip/person/14108,,,
uk.org.publicwhip/person/14109,,,
